array	sample	call.status	purity	ploidy	Genome.doublings	Coverage.for.80..power	Cancer.DNA.fraction	Subclonal.genome.fraction	solution
TCGA-TM-A84S-01	TCGA-TM-A84S-01A-11D-A36N-01	called	0.8	1.91	0	9	0.8	0	new
TCGA-TM-A84T-01	TCGA-TM-A84T-01A-11D-A36N-01	called	0.87	2.03	0	9	0.88	0.07	new
TCGA-TQ-A7RF-01	TCGA-TQ-A7RF-01A-11D-A33S-01	called	0.86	3.88	1	17	0.92	0.09	new
TCGA-TQ-A7RG-01	TCGA-TQ-A7RG-01A-11D-A33S-01	called	0.76	3.89	1	19	0.86	0	new
TCGA-TQ-A7RH-01	TCGA-TQ-A7RH-01A-12D-A349-01	called	0.8	1.97	0	10	0.8	0.1	new
TCGA-TQ-A7RI-01	TCGA-TQ-A7RI-01A-11D-A33S-01	called	0.76	1.98	0	10	0.76	0.03	new
TCGA-TQ-A7RJ-01	TCGA-TQ-A7RJ-01A-11D-A33S-01	called	0.52	3.96	1	29	0.69	0.14	new
TCGA-TQ-A7RK-01	TCGA-TQ-A7RK-01A-11D-A33S-01	called	0.65	2	0	12	0.65	0.06	new
TCGA-TQ-A7RM-01	TCGA-TQ-A7RM-01A-11D-A33S-01	called	0.92	3.97	1	17	0.96	0.16	new
TCGA-TQ-A7RN-01	TCGA-TQ-A7RN-01A-11D-A33S-01	called	0.88	1.94	0	9	0.88	0.13	new
TCGA-TQ-A7RO-01	TCGA-TQ-A7RO-01A-11D-A33S-01	called	0.73	3.81	1	19	0.84	0.03	new
TCGA-TQ-A7RP-01	TCGA-TQ-A7RP-01A-21D-A349-01	called	0.33	3.98	1	42	0.5	0.04	new
TCGA-TQ-A7RQ-01	TCGA-TQ-A7RQ-01A-11D-A33S-01	called	0.9	2	0	9	0.9	0	new
TCGA-TQ-A7RR-01	TCGA-TQ-A7RR-01A-21D-A349-01	called	0.55	3.87	1	27	0.7	0.07	new
TCGA-TQ-A7RS-01	TCGA-TQ-A7RS-01A-12D-A33S-01	called	0.83	3.89	1	18	0.9	0	new
TCGA-TQ-A7RU-01	TCGA-TQ-A7RU-01A-21D-A349-01	called	0.94	1.95	0	8	0.94	0.08	new
TCGA-TQ-A7RV-01	TCGA-TQ-A7RV-01A-21D-A349-01	called	0.58	2.04	0	14	0.59	0.11	new
TCGA-TQ-A7RW-01	TCGA-TQ-A7RW-01A-11D-A33S-01	called	0.67	1.97	0	12	0.66	0.19	new
TCGA-TQ-A8XE-01	TCGA-TQ-A8XE-01A-11D-A36N-01	called	0.91	1.94	0	8	0.91	0.03	new
TCGA-VM-A8C8-01	TCGA-VM-A8C8-01A-11D-A36N-01	called	0.37	1.87	0	24	0.35	0.05	new
TCGA-VM-A8C9-01	TCGA-VM-A8C9-01A-11D-A36N-01	called	0.57	2.06	0	15	0.58	0.01	new
TCGA-VM-A8CA-01	TCGA-VM-A8CA-01A-11D-A36N-01	called	0.56	3.29	1	20	0.67	0.03	new
TCGA-VM-A8CB-01	TCGA-VM-A8CB-01A-11D-A36N-01	called	0.95	1.92	0	8	0.94	0.02	new
TCGA-VM-A8CD-01	TCGA-VM-A8CD-01A-11D-A36N-01	called	0.66	1.78	0	11	0.64	0	new
TCGA-VM-A8CE-01	TCGA-VM-A8CE-01A-11D-A36N-01	called	0.79	1.95	0	10	0.79	0.01	new
TCGA-VM-A8CF-01	TCGA-VM-A8CF-01A-11D-A36N-01	called	0.69	4.1	1	21	0.82	0.09	new
TCGA-VM-A8CH-01	TCGA-VM-A8CH-01A-12D-A36N-01	called	0.89	2.02	0	9	0.89	0.01	new
TCGA-VV-A829-01	TCGA-VV-A829-01A-21D-A36N-01	called	0.94	1.89	0	8	0.93	0.01	new
TCGA-VV-A86M-01	TCGA-VV-A86M-01A-11D-A36N-01	called	0.92	1.96	0	8	0.92	0.05	new
TCGA-VW-A7QS-01	TCGA-VW-A7QS-01A-12D-A33S-01	called	0.95	1.95	0	8	0.95	0	new
TCGA-VW-A8FI-01	TCGA-VW-A8FI-01A-11D-A36N-01	called	0.83	2.03	0	10	0.83	0.11	new
TCGA-W9-A837-01	TCGA-W9-A837-01A-11D-A36N-01	called	0.81	1.94	0	10	0.81	0.03	new
TCGA-WH-A86K-01	TCGA-WH-A86K-01A-11D-A36N-01	called	0.81	2.01	0	10	0.81	0.14	new
TCGA-WY-A858-01	TCGA-WY-A858-01A-11D-A36N-01	called	0.66	1.98	0	12	0.66	0.05	new
TCGA-WY-A859-01	TCGA-WY-A859-01A-12D-A36N-01	called	0.79	1.89	0	10	0.78	0.04	new
TCGA-WY-A85A-01	TCGA-WY-A85A-01A-21D-A36N-01	called	0.78	2.03	0	10	0.79	0.03	new
TCGA-WY-A85B-01	TCGA-WY-A85B-01A-11D-A36N-01	called	0.87	2	0	9	0.87	0.15	new
TCGA-WY-A85C-01	TCGA-WY-A85C-01A-11D-A36N-01	called	0.87	1.98	0	9	0.87	0	new
TCGA-WY-A85D-01	TCGA-WY-A85D-01A-11D-A36N-01	called	0.87	1.95	0	9	0.86	0.05	new
TCGA-WY-A85E-01	TCGA-WY-A85E-01A-11D-A40C-01	called	0.98	4.09	1	17	0.99	0.2	new
